judge_model,model_slug,skill,task_id,repeat,original_quality,contractual_quality,delta
DeepSeek-V4-Pro,minimax_m27,brainstorming,001,2,4.375,4.250,-0.125
DeepSeek-V4-Pro,minimax_m27,brainstorming,002,1,4.625,4.500,-0.125
DeepSeek-V4-Pro,minimax_m27,brainstorming,002,2,4.375,4.750,0.375
DeepSeek-V4-Pro,minimax_m27,brainstorming,003,1,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,brainstorming,003,2,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,brainstorming,004,1,4.000,5.000,1.000
DeepSeek-V4-Pro,minimax_m27,brainstorming,004,2,4.250,5.000,0.750
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,001,1,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,001,2,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,002,1,4.625,4.875,0.250
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,002,2,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,003,1,4.750,4.500,-0.250
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,003,2,4.625,5.000,0.375
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,004,1,1.000,5.000,4.000
DeepSeek-V4-Pro,minimax_m27,deal-closer-playbook,004,2,3.750,4.500,0.750
DeepSeek-V4-Pro,minimax_m27,security-auditor,001,1,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,security-auditor,001,2,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,security-auditor,002,1,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,security-auditor,002,2,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,security-auditor,003,1,4.625,5.000,0.375
DeepSeek-V4-Pro,minimax_m27,security-auditor,003,2,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,security-auditor,004,1,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,security-auditor,004,2,5.000,4.750,-0.250
DeepSeek-V4-Pro,minimax_m27,test-driven-development,001,1,4.125,4.750,0.625
DeepSeek-V4-Pro,minimax_m27,test-driven-development,001,2,4.125,4.625,0.500
DeepSeek-V4-Pro,minimax_m27,test-driven-development,002,1,4.125,4.375,0.250
DeepSeek-V4-Pro,minimax_m27,test-driven-development,002,2,4.500,4.125,-0.375
DeepSeek-V4-Pro,minimax_m27,test-driven-development,003,1,5.000,4.875,-0.125
DeepSeek-V4-Pro,minimax_m27,test-driven-development,003,2,5.000,5.000,0.000
DeepSeek-V4-Pro,minimax_m27,test-driven-development,004,1,4.625,5.000,0.375
DeepSeek-V4-Pro,minimax_m27,test-driven-development,004,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,brainstorming,001,1,4.500,4.500,0.000
gpt-5.5,claude_opus_4_7,brainstorming,001,2,4.625,4.625,0.000
gpt-5.5,claude_opus_4_7,brainstorming,002,1,4.500,4.750,0.250
gpt-5.5,claude_opus_4_7,brainstorming,002,2,4.500,4.750,0.250
gpt-5.5,claude_opus_4_7,brainstorming,003,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,brainstorming,003,2,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,brainstorming,004,1,3.500,4.500,1.000
gpt-5.5,claude_opus_4_7,brainstorming,004,2,3.875,4.750,0.875
gpt-5.5,claude_opus_4_7,deal-closer-playbook,001,1,4.625,4.625,0.000
gpt-5.5,claude_opus_4_7,deal-closer-playbook,001,2,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,deal-closer-playbook,002,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,deal-closer-playbook,002,2,4.000,5.000,1.000
gpt-5.5,claude_opus_4_7,deal-closer-playbook,003,1,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,deal-closer-playbook,003,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,deal-closer-playbook,004,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,deal-closer-playbook,004,2,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,security-auditor,001,1,2.875,5.000,2.125
gpt-5.5,claude_opus_4_7,security-auditor,001,2,3.125,4.875,1.750
gpt-5.5,claude_opus_4_7,security-auditor,002,1,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,security-auditor,002,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,security-auditor,003,1,5.000,4.875,-0.125
gpt-5.5,claude_opus_4_7,security-auditor,003,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,security-auditor,004,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,security-auditor,004,2,5.000,4.875,-0.125
gpt-5.5,claude_opus_4_7,test-driven-development,001,1,4.250,4.375,0.125
gpt-5.5,claude_opus_4_7,test-driven-development,001,2,4.500,4.500,0.000
gpt-5.5,claude_opus_4_7,test-driven-development,002,1,5.000,4.750,-0.250
gpt-5.5,claude_opus_4_7,test-driven-development,002,2,4.875,4.875,0.000
gpt-5.5,claude_opus_4_7,test-driven-development,003,1,4.625,5.000,0.375
gpt-5.5,claude_opus_4_7,test-driven-development,003,2,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,test-driven-development,004,1,4.875,4.875,0.000
gpt-5.5,claude_opus_4_7,test-driven-development,004,2,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,brainstorming,001,1,3.750,4.125,0.375
gpt-5.5,deepseek_v4_pro,brainstorming,001,2,4.625,4.125,-0.500
gpt-5.5,deepseek_v4_pro,brainstorming,002,1,4.250,4.500,0.250
gpt-5.5,deepseek_v4_pro,brainstorming,002,2,4.500,4.375,-0.125
gpt-5.5,deepseek_v4_pro,brainstorming,003,1,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,brainstorming,003,2,4.625,4.750,0.125
gpt-5.5,deepseek_v4_pro,brainstorming,004,1,3.250,3.250,0.000
gpt-5.5,deepseek_v4_pro,brainstorming,004,2,3.125,4.125,1.000
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,001,1,3.125,4.250,1.125
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,001,2,3.250,4.875,1.625
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,002,1,3.375,5.000,1.625
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,002,2,3.875,4.750,0.875
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,003,1,5.000,4.875,-0.125
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,003,2,4.875,4.875,0.000
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,004,1,2.500,4.875,2.375
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,004,2,3.625,4.625,1.000
gpt-5.5,deepseek_v4_pro,security-auditor,001,1,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,security-auditor,001,2,4.625,4.875,0.250
gpt-5.5,deepseek_v4_pro,security-auditor,002,1,5.000,4.750,-0.250
gpt-5.5,deepseek_v4_pro,security-auditor,002,2,5.000,4.750,-0.250
gpt-5.5,deepseek_v4_pro,security-auditor,003,1,5.000,4.875,-0.125
gpt-5.5,deepseek_v4_pro,security-auditor,003,2,4.875,4.875,0.000
gpt-5.5,deepseek_v4_pro,security-auditor,004,1,5.000,4.875,-0.125
gpt-5.5,deepseek_v4_pro,security-auditor,004,2,5.000,4.875,-0.125
gpt-5.5,deepseek_v4_pro,test-driven-development,001,1,3.375,4.250,0.875
gpt-5.5,deepseek_v4_pro,test-driven-development,001,2,2.500,4.250,1.750
gpt-5.5,deepseek_v4_pro,test-driven-development,002,1,4.750,4.375,-0.375
gpt-5.5,deepseek_v4_pro,test-driven-development,002,2,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,test-driven-development,003,1,4.750,4.750,0.000
gpt-5.5,deepseek_v4_pro,test-driven-development,003,2,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,test-driven-development,004,1,4.875,4.250,-0.625
gpt-5.5,deepseek_v4_pro,test-driven-development,004,2,4.750,4.875,0.125
gpt-5.5,gpt_55,brainstorming,001,1,4.875,4.375,-0.500
gpt-5.5,gpt_55,brainstorming,001,2,4.250,4.750,0.500
gpt-5.5,gpt_55,brainstorming,002,1,5.000,4.625,-0.375
gpt-5.5,gpt_55,brainstorming,002,2,4.875,4.875,0.000
gpt-5.5,gpt_55,brainstorming,003,1,4.875,5.000,0.125
gpt-5.5,gpt_55,brainstorming,003,2,5.000,5.000,0.000
gpt-5.5,gpt_55,brainstorming,004,1,5.000,4.875,-0.125
gpt-5.5,gpt_55,brainstorming,004,2,4.750,4.875,0.125
gpt-5.5,gpt_55,deal-closer-playbook,001,1,4.750,5.000,0.250
gpt-5.5,gpt_55,deal-closer-playbook,001,2,4.875,5.000,0.125
gpt-5.5,gpt_55,deal-closer-playbook,002,1,4.875,5.000,0.125
gpt-5.5,gpt_55,deal-closer-playbook,002,2,4.750,5.000,0.250
gpt-5.5,gpt_55,deal-closer-playbook,003,1,5.000,5.000,0.000
gpt-5.5,gpt_55,deal-closer-playbook,003,2,5.000,5.000,0.000
gpt-5.5,gpt_55,deal-closer-playbook,004,1,4.750,4.875,0.125
gpt-5.5,gpt_55,deal-closer-playbook,004,2,4.750,5.000,0.250
gpt-5.5,gpt_55,security-auditor,001,1,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,001,2,4.875,5.000,0.125
gpt-5.5,gpt_55,security-auditor,002,1,4.875,4.875,0.000
gpt-5.5,gpt_55,security-auditor,002,2,4.875,5.000,0.125
gpt-5.5,gpt_55,security-auditor,003,1,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,003,2,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,004,1,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,004,2,5.000,5.000,0.000
gpt-5.5,gpt_55,test-driven-development,001,1,4.625,4.750,0.125
gpt-5.5,gpt_55,test-driven-development,001,2,4.375,4.625,0.250
gpt-5.5,gpt_55,test-driven-development,002,1,4.750,4.750,0.000
gpt-5.5,gpt_55,test-driven-development,002,2,4.750,4.875,0.125
gpt-5.5,gpt_55,test-driven-development,003,1,4.875,4.875,0.000
gpt-5.5,gpt_55,test-driven-development,003,2,4.875,5.000,0.125
gpt-5.5,gpt_55,test-driven-development,004,1,4.875,4.750,-0.125
gpt-5.5,gpt_55,test-driven-development,004,2,4.750,4.875,0.125
gpt-5.5,minimax_m27,brainstorming,001,1,4.375,4.375,0.000
gpt-5.5,minimax_m27,brainstorming,001,2,4.250,4.375,0.125
gpt-5.5,minimax_m27,brainstorming,002,1,4.375,4.750,0.375
gpt-5.5,minimax_m27,brainstorming,002,2,4.500,4.750,0.250
gpt-5.5,minimax_m27,brainstorming,003,1,4.750,4.750,0.000
gpt-5.5,minimax_m27,brainstorming,003,2,4.625,5.000,0.375
gpt-5.5,minimax_m27,brainstorming,004,1,3.500,4.375,0.875
gpt-5.5,minimax_m27,brainstorming,004,2,3.750,4.750,1.000
gpt-5.5,minimax_m27,deal-closer-playbook,001,1,3.875,4.375,0.500
gpt-5.5,minimax_m27,deal-closer-playbook,001,2,3.500,3.875,0.375
gpt-5.5,minimax_m27,deal-closer-playbook,002,1,4.250,5.000,0.750
gpt-5.5,minimax_m27,deal-closer-playbook,002,2,4.125,4.875,0.750
gpt-5.5,minimax_m27,deal-closer-playbook,003,1,4.750,4.750,0.000
gpt-5.5,minimax_m27,deal-closer-playbook,003,2,4.750,4.750,0.000
gpt-5.5,minimax_m27,deal-closer-playbook,004,1,1.500,4.500,3.000
gpt-5.5,minimax_m27,deal-closer-playbook,004,2,2.000,3.625,1.625
gpt-5.5,minimax_m27,security-auditor,001,1,4.375,4.750,0.375
gpt-5.5,minimax_m27,security-auditor,001,2,4.500,4.750,0.250
gpt-5.5,minimax_m27,security-auditor,002,1,4.750,4.875,0.125
gpt-5.5,minimax_m27,security-auditor,002,2,4.750,4.875,0.125
gpt-5.5,minimax_m27,security-auditor,003,1,4.875,4.750,-0.125
gpt-5.5,minimax_m27,security-auditor,003,2,5.000,5.000,0.000
gpt-5.5,minimax_m27,security-auditor,004,1,5.000,5.000,0.000
gpt-5.5,minimax_m27,security-auditor,004,2,5.000,4.750,-0.250
gpt-5.5,minimax_m27,test-driven-development,001,1,3.125,4.125,1.000
gpt-5.5,minimax_m27,test-driven-development,001,2,3.875,2.875,-1.000
gpt-5.5,minimax_m27,test-driven-development,002,1,4.375,4.375,0.000
gpt-5.5,minimax_m27,test-driven-development,002,2,4.375,4.750,0.375
gpt-5.5,minimax_m27,test-driven-development,003,1,4.875,4.875,0.000
gpt-5.5,minimax_m27,test-driven-development,003,2,4.875,4.750,-0.125
gpt-5.5,minimax_m27,test-driven-development,004,1,4.375,4.625,0.250
gpt-5.5,minimax_m27,test-driven-development,004,2,4.250,5.000,0.750
