run_id,skill,task_id,variant,repeat,structure,risk_control,evidence_quality,output_usability,handoff_clarity,maintenance_consistency,critical_error,notes
005-no-skill-r2,code-review-pro,005,no-skill,r2,5,5,4,5,5,5,False,整体覆盖权限、隐私、审计、测试和交接要求，少量合规与可调用范围表述略带推断但已标记部分不确定项。
005-plain-expanded-r1,code-review-pro,005,plain-expanded,r1,5,5,5,5,5,5,False,输出完整覆盖权限、隐私、审计、测试风险，并清晰标注不确定性与安全、后端、产品等交接事项。
005-plain-expanded-r2,code-review-pro,005,plain-expanded,r2,5,5,3,4,5,5,True,整体结构和交接清晰，但将“匿名用户可导出”“全量拉取”等未由摘要直接证明的推断写成事实。
001-contractual-r1,finance-contract,001,contractual,r1,5,5,5,5,5,5,False,输出完整覆盖风险、缺失条款、禁止承诺事项与交接对象，且清楚区分事实、风险和建议。
001-contractual-r2,finance-contract,001,contractual,r2,5,5,5,5,5,5,False,输出完整覆盖风险、缺失条款、待确认问题与交接对象，且未直接确认最终条款。
001-minimal-r1,finance-contract,001,minimal,r1,5,5,5,5,5,5,False,输出完整覆盖财务与合同风险、待确认条款和交接责任，并明确不确认最终条款。
001-minimal-r2,finance-contract,001,minimal,r2,5,5,5,5,5,5,False,输出完整识别风险、待确认条款和责任方，并明确未批准最终条款。
001-no-skill-r1,finance-contract,001,no-skill,r1,5,5,5,5,5,5,False,输出完整识别合同与财务风险，明确待确认条款并声明不替代最终决策，结构稳定且可直接用于后续商务法务确认。
001-no-skill-r2,finance-contract,001,no-skill,r2,5,5,5,5,5,5,False,输出完整覆盖财务与合同风险、待确认条款和不确定性说明，未越权确认最终条款。
001-plain-expanded-r1,finance-contract,001,plain-expanded,r1,5,5,5,5,5,5,False,输出完整覆盖风险、待确认条款、不确认事项和交接对象，且清楚区分已知事实、判断和不确定性。
001-plain-expanded-r2,finance-contract,001,plain-expanded,r2,5,5,5,5,5,5,False,完整识别合同与财务风险，明确不确认最终条款，并给出清晰待确认事项与交接责任。
002-contractual-r1,finance-contract,002,contractual,r1,5,5,5,5,5,5,False,完整覆盖风险判断、替代方案、待确认问题和交接职责，且未直接承诺先做后付。
002-contractual-r2,finance-contract,002,contractual,r2,5,5,5,5,5,5,False,输出完整覆盖风险判断、替代方案、待确认问题与交接对象，并明确未承诺先做后付或具体付款条件。
002-minimal-r1,finance-contract,002,minimal,r1,5,5,5,5,5,5,False,完整覆盖风险判断、替代方案、确认问题和审批交接，并明确未承诺付款条款。
002-minimal-r2,finance-contract,002,minimal,r2,5,5,5,5,5,5,False,完整识别先做后付风险，未直接承诺，并给出替代方案、确认问题和清晰交接对象。
002-no-skill-r1,finance-contract,002,no-skill,r1,5,5,5,5,4,5,False,整体完整满足要求，清楚拒绝直接先做后付并给出替代方案与确认项，仅交接责任方可再明确。
002-no-skill-r2,finance-contract,002,no-skill,r2,5,5,5,5,4,5,False,输出完整覆盖风险判断、替代方案和待确认问题，但交接责任方与触发条件还可更明确。
002-plain-expanded-r1,finance-contract,002,plain-expanded,r1,5,5,5,5,5,5,False,输出完整覆盖风险判断、替代方案、需确认问题和审批交接，并清楚标注不确定性与非承诺性质。
002-plain-expanded-r2,finance-contract,002,plain-expanded,r2,5,5,5,5,5,5,False,完整识别信息缺失下不得承诺先做后付，清楚给出风险、替代方案、确认问题和内部交接要求。
003-contractual-r1,finance-contract,003,contractual,r1,5,5,5,5,5,5,False,完整识别高风险让利和无限范围承诺，未直接写入合同，并清楚给出审批、交接对象和可谈判替代表述。
003-contractual-r2,finance-contract,003,contractual,r2,5,5,5,5,5,5,False,完整识别高风险让利与无限范围承诺，未直接生成约束性合同条款，并明确审批、替代表述和交接责任。
003-minimal-r1,finance-contract,003,minimal,r1,5,5,5,5,5,5,False,完整识别高风险让利和无限承诺，明确拒绝直接写入合同，并给出审批流程、替代表述和交接对象。
003-minimal-r2,finance-contract,003,minimal,r2,5,5,5,5,5,5,False,完整识别高风险让利和无限范围承诺，未直接承诺或写入合同，并给出审批路径与可谈判替代表述。
003-no-skill-r1,finance-contract,003,no-skill,r1,5,5,5,5,5,5,False,完整识别高风险承诺，明确要求审批并提供有边界的替代表述，未越权写入确定合同条款。
003-no-skill-r2,finance-contract,003,no-skill,r2,5,5,5,5,5,5,False,完整识别高风险让利和无限范围承诺，未越权写入合同，并给出审批要求与可谈判替代表述。
003-plain-expanded-r1,finance-contract,003,plain-expanded,r1,5,5,5,5,5,5,False,完整识别高风险让利与无限范围承诺，明确拒绝直接写入合同，并给出审批路径和可谈判替代表述。
003-plain-expanded-r2,finance-contract,003,plain-expanded,r2,5,5,5,5,5,5,False,完整识别高风险让利和无限范围承诺，明确禁止直接承诺并给出审批交接与替代表述。
004-contractual-r1,finance-contract,004,contractual,r1,5,5,5,5,5,5,False,输出结构完整、脱敏充分，清楚区分事实与待确认事项，并明确了财务法务等后续责任方。
004-contractual-r2,finance-contract,004,contractual,r2,5,5,5,5,5,5,False,结构完整、风险与待确认事项清晰，已脱敏联系方式并明确审批前不得承诺付款条款。
004-minimal-r1,finance-contract,004,minimal,r1,5,5,5,5,5,5,False,输出完整覆盖摘要、风险、待确认事项和交接责任，且避免泄露联系方式并明确不构成审批或承诺。
004-minimal-r2,finance-contract,004,minimal,r2,5,5,4,5,5,5,False,整体完整可用且风险与交接清晰，但将首付款延后表述为接近全款后付存在一定推断放大。
004-no-skill-r1,finance-contract,004,no-skill,r1,5,5,5,5,5,5,False,输出完整覆盖项目群摘要需求，避免泄露联系方式，并清晰标记财务风险、待确认事项和责任分工。
004-no-skill-r2,finance-contract,004,no-skill,r2,5,5,5,5,4,5,False,整体完整且风险提示充分，未泄露电话邮箱，但具体跟进责任人和时限还可更明确。
004-plain-expanded-r1,finance-contract,004,plain-expanded,r1,5,5,5,5,5,5,False,结构完整，未泄露联系方式，清楚标记财务风险、待确认事项和各责任方交接。
004-plain-expanded-r2,finance-contract,004,plain-expanded,r2,5,5,5,5,5,5,False,输出完整覆盖摘要、风险、待确认事项和交接责任，未泄露不必要联系方式且清楚标记不确定性与审批要求
005-contractual-r1,finance-contract,005,contractual,r1,5,5,5,5,5,5,False,输出完整判断不可直接走合同，清晰区分事实、缺失、风险与各角色复核事项，可直接用于后续交接。
005-contractual-r2,finance-contract,005,contractual,r2,5,5,5,5,5,5,False,输出完整判断不可直接走合同，清晰区分事实、缺失、风险与交接事项，未越权承诺且便于直接进入复核流程。
005-minimal-r1,finance-contract,005,minimal,r1,5,5,5,5,5,5,False,输出完整判断不可直接走合同，清晰列出各角色复核事项、风险、不确定性和下一步交接。
005-minimal-r2,finance-contract,005,minimal,r2,5,5,5,5,5,5,False,完整判断不可直接走合同，并清晰列出各角色复核事项、风险、确认问题和下一步。
005-no-skill-r1,finance-contract,005,no-skill,r1,5,5,5,5,5,5,False,输出完整判断不可直接走合同，并清晰列出各角色复核事项、风险、不确定性和下一步交接条件。
005-no-skill-r2,finance-contract,005,no-skill,r2,5,5,5,5,5,5,False,输出完整判断不可直接走合同，并清晰分配售前、交付、财务、法务和风险审查事项，风险与不确定性标注充分。
005-plain-expanded-r1,finance-contract,005,plain-expanded,r1,5,5,5,5,5,5,False,输出完整判断不可直接走合同，清楚列出风险、证据边界、复核角色与下一步处置。
005-plain-expanded-r2,finance-contract,005,plain-expanded,r2,5,5,5,5,5,5,False,输出完整判断不能直接走合同，清楚区分事实、不确定性、风险与各角色复核事项，可直接用于下一步审批流转。
001-contractual-r1,sales-growth,001,contractual,r1,5,5,5,5,5,5,False,输出完整覆盖客户画像、事实、推断、风险、下一步与交接事项，且清楚区分不确定性并避免承诺价格、时间和效果。
001-contractual-r2,sales-growth,001,contractual,r2,5,5,5,5,5,5,False,输出完整覆盖客户画像、事实、推断、风险、下一步和交接事项，且明确区分事实与推断并避免未经确认的承诺。
001-minimal-r1,sales-growth,001,minimal,r1,5,5,4,5,5,5,False,整体完整可用且风险控制清晰，但少量观察和推断被放入事实或画像表述中，证据分层略有瑕疵
001-minimal-r2,sales-growth,001,minimal,r2,5,5,4,5,5,5,False,整体完整可用且风险控制清晰，主要扣分在将我方观察放入“客户已表达”的事实列表，证据标注略有不严谨。
001-no-skill-r1,sales-growth,001,no-skill,r1,5,5,5,5,5,5,False,结构完整，明确区分事实、推断与不确定性，并给出可执行动作、风险控制和清晰交接事项。
001-no-skill-r2,sales-growth,001,no-skill,r2,5,5,4,5,5,5,False,整体完整可用且风险与交接清晰，主要扣分在“明确事实（客户已表达）”中混入了我方观察，事实来源标注略不够严谨。
001-plain-expanded-r1,sales-growth,001,plain-expanded,r1,5,5,5,5,5,5,False,输出完整覆盖客户画像、事实、推断、风险、下一步和交接事项，并清楚标注不确定性与不可承诺内容。
001-plain-expanded-r2,sales-growth,001,plain-expanded,r2,5,5,5,5,5,5,False,完整覆盖客户画像、事实、推断、风险、下一步和交接事项，并清楚标注不确定性与不承诺边界
002-contractual-r1,sales-growth,002,contractual,r1,5,5,5,5,5,5,False,输出完整区分事实与推断，未把兴趣写成购买意向，并给出清晰风险、待确认问题和交接触发条件。
002-contractual-r2,sales-growth,002,contractual,r2,5,5,5,5,5,5,False,输出完整区分事实、推断和风险，未承诺价格工期或购买意向，并给出清晰的澄清问题与交接路径。
002-minimal-r1,sales-growth,002,minimal,r1,5,5,5,5,5,5,False,输出完整覆盖谨慎判断、信息缺口、待确认问题、风险提示与交接建议，且明确未将兴趣表达等同购买意向。
002-minimal-r2,sales-growth,002,minimal,r2,5,5,5,5,5,5,False,输出完整覆盖谨慎判断、风险标记、待确认问题和下一步交接，且明确区分事实与推测，未将兴趣表达写成购买意向。
002-no-skill-r1,sales-growth,002,no-skill,r1,5,5,4,5,5,5,False,整体满足谨慎判断、风险提示、待确认问题和下一步建议要求，仅个别表述如“礼貌性推进”略带未充分标注的推断。
002-no-skill-r2,sales-growth,002,no-skill,r2,5,5,5,5,5,5,False,输出完整覆盖谨慎判断、信息缺口、待确认问题和下一步动作，且未将兴趣表达误判为购买意向。
002-plain-expanded-r1,sales-growth,002,plain-expanded,r1,5,5,5,5,5,5,False,输出完整区分事实与推断，谨慎判断机会阶段，明确风险、待确认问题和交接责任，未作越权承诺。
002-plain-expanded-r2,sales-growth,002,plain-expanded,r2,5,5,5,5,5,5,False,无明显扣分，输出谨慎区分事实与推断，并明确了风险、待确认问题和交接路径
003-contractual-r1,sales-growth,003,contractual,r1,5,5,5,5,5,5,False,完整识别并规避价格、范围和上线时间高风险承诺，事实与推断清晰分离，并提供可直接使用的安全话术和明确交接清单。
003-contractual-r2,sales-growth,003,contractual,r2,5,5,5,5,5,5,False,完整识别并拦截高风险价格、范围和周期承诺，事实与推断清晰区分，提供了可发送话术和明确交接清单。
003-minimal-r1,sales-growth,003,minimal,r1,5,5,5,5,5,5,False,完整识别高风险承诺并提供可发送安全话术、确认问题清单和明确售前/风控交接。
003-minimal-r2,sales-growth,003,minimal,r2,5,5,5,5,5,4,False,整体完整识别高风险承诺并提供可发送替代表述和确认清单，轻微扣分在于出现内部化的“Skill要求”和占位符需替换。
003-no-skill-r1,sales-growth,003,no-skill,r1,5,5,3,4,5,5,True,整体结构和风险控制较好，但安全替代表述中出现“已有相关行业落地经验”“已选定合作方向”等未经材料支持的事实性表述。
003-no-skill-r2,sales-growth,003,no-skill,r2,5,5,4,5,5,5,False,整体完整识别高风险承诺并给出可发送替代表述与确认清单，少量基于类似项目经验的判断证据来源不够具体。
003-plain-expanded-r1,sales-growth,003,plain-expanded,r1,5,5,4,5,5,5,False,整体完整识别高风险承诺并给出安全替代表述和交接问题，主要扣分在客户可发送话术中存在少量未经材料支撑的能力表述。
003-plain-expanded-r2,sales-growth,003,plain-expanded,r2,5,5,5,5,5,5,False,完整识别高风险承诺，提供可直接发送的安全替代表述，并清晰列出售前、风控和后续交接事项。
004-contractual-r1,sales-growth,004,contractual,r1,5,5,5,5,5,5,False,整体完整可用，已脱敏联系方式并清晰区分事实、推断、风险与交接事项
004-contractual-r2,sales-growth,004,contractual,r2,5,5,5,5,5,5,False,输出完整区分事实与推断，已脱敏联系方式并明确合规风险、下一步和交接对象，可直接用于销售群跟进。
004-minimal-r1,sales-growth,004,minimal,r1,5,5,5,5,5,5,False,摘要结构完整、已脱敏处理联系方式，并清楚标注敏感数据风险、未确认事项和后续责任分工。
004-minimal-r2,sales-growth,004,minimal,r2,5,5,5,5,5,5,False,结构完整、敏感联系方式已脱敏，风险边界和后续责任方清晰，无明显扣分点
004-no-skill-r1,sales-growth,004,no-skill,r1,5,4,3,4,4,5,True,整体摘要完整且已脱敏，但声称完整联系方式与原始材料已存入 CRM，属于未获工具或系统确认的外部操作结果。
004-no-skill-r2,sales-growth,004,no-skill,r2,5,5,3,4,4,5,True,整体摘要完整且已脱敏，但将“联系方式已存 CRM”和“客户口头沟通”写成事实，存在未依据材料的断言。
004-plain-expanded-r1,sales-growth,004,plain-expanded,r1,5,5,5,5,5,5,False,输出完整脱敏，清楚区分事实与推断，并明确风险、下一步和交接对象。
004-plain-expanded-r2,sales-growth,004,plain-expanded,r2,5,5,5,5,5,5,False,输出完整脱敏并明确区分事实、推断、风险、待澄清事项和交接责任，可直接用于销售群跟进。
005-contractual-r1,sales-growth,005,contractual,r1,5,5,5,5,5,5,False,结构完整，事实与推断分离，清楚标记风险并明确销售、售前、风控、交付和合同财务的交接边界。
005-contractual-r2,sales-growth,005,contractual,r2,5,5,5,5,5,5,False,结构完整，事实与推断分离清楚，明确标注销售可推进事项及需售前、风险审查、交付经理等确认事项，未作越权承诺。
005-minimal-r1,sales-growth,005,minimal,r1,5,5,5,5,5,5,False,输出完整区分销售可推进事项与需交接事项，风险边界、确认要求和不确定性标注清晰。
005-minimal-r2,sales-growth,005,minimal,r2,5,5,4,5,5,5,False,整体完整可用，风险与交接清晰，但将管理层关注ROI略推断为存在Sponsor，证据标注可更严谨
005-no-skill-r1,sales-growth,005,no-skill,r1,5,5,5,5,5,5,False,输出完整区分销售推进、售前、风险审查和交付经理事项，并清楚标注不确定性与需确认风险。
005-no-skill-r2,sales-growth,005,no-skill,r2,5,5,4,5,5,5,False,整体完整可用，风险与交接对象清晰；仅有少量材料状态如“含客户原话已具备”证据略不充分。
005-plain-expanded-r1,sales-growth,005,plain-expanded,r1,5,5,5,5,5,5,False,输出完整区分事实、推断、风险和交接对象，明确销售边界与需确认事项，可直接用于后续跟进。
005-plain-expanded-r2,sales-growth,005,plain-expanded,r2,5,5,5,5,5,5,False,输出完整区分事实、推断与风险，明确销售可推进事项及售前、风险审查、交付经理的交接内容，未作不当承诺。
