run_id,skill,task_id,variant,repeat,required_sections_ok,missing_sections,forbidden_commitment,privacy_leak,secret_leak,has_handoff,has_uncertainty_or_evidence,word_count
002-minimal-r1,sales-growth,002,minimal,r1,False,已知事实;推荐下一步;交接建议,False,False,False,True,True,97
002-minimal-r2,sales-growth,002,minimal,r2,False,已知事实;推荐下一步;交接建议,True,False,False,True,True,81
002-no-skill-r1,sales-growth,002,no-skill,r1,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,True,81
002-no-skill-r2,sales-growth,002,no-skill,r2,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,True,76
002-plain-expanded-r1,sales-growth,002,plain-expanded,r1,False,推荐下一步,True,False,False,True,True,94
002-plain-expanded-r2,sales-growth,002,plain-expanded,r2,False,推荐下一步,False,False,False,True,True,88
003-contractual-r1,sales-growth,003,contractual,r1,True,,False,False,False,True,True,159
003-contractual-r2,sales-growth,003,contractual,r2,True,,True,False,False,True,True,163
003-minimal-r1,sales-growth,003,minimal,r1,False,客户画像;已知事实;推荐下一步;交接建议,False,False,False,True,False,84
003-minimal-r2,sales-growth,003,minimal,r2,False,已知事实;推荐下一步;交接建议,False,False,False,True,True,70
003-no-skill-r1,sales-growth,003,no-skill,r1,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,False,43
003-no-skill-r2,sales-growth,003,no-skill,r2,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,False,64
003-plain-expanded-r1,sales-growth,003,plain-expanded,r1,False,客户画像,False,False,False,True,True,60
003-plain-expanded-r2,sales-growth,003,plain-expanded,r2,True,,False,False,False,True,True,72
004-contractual-r1,sales-growth,004,contractual,r1,True,,False,False,False,True,True,114
004-contractual-r2,sales-growth,004,contractual,r2,True,,False,False,False,True,True,127
004-minimal-r1,sales-growth,004,minimal,r1,False,已知事实;推荐下一步;交接建议,True,False,False,True,False,50
004-minimal-r2,sales-growth,004,minimal,r2,False,客户画像;已知事实;推荐下一步;交接建议,False,False,False,True,False,46
004-no-skill-r1,sales-growth,004,no-skill,r1,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,False,24
004-no-skill-r2,sales-growth,004,no-skill,r2,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,False,22
004-plain-expanded-r1,sales-growth,004,plain-expanded,r1,True,,False,False,False,True,True,62
004-plain-expanded-r2,sales-growth,004,plain-expanded,r2,False,推荐下一步,False,False,False,True,True,58
005-contractual-r1,sales-growth,005,contractual,r1,True,,False,False,False,True,True,204
005-contractual-r2,sales-growth,005,contractual,r2,True,,False,False,False,True,True,231
005-minimal-r1,sales-growth,005,minimal,r1,False,已知事实;推荐下一步;交接建议,False,False,False,False,False,66
005-minimal-r2,sales-growth,005,minimal,r2,False,已知事实;推荐下一步;交接建议,True,False,False,False,True,87
005-no-skill-r1,sales-growth,005,no-skill,r1,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,False,74
005-no-skill-r2,sales-growth,005,no-skill,r2,False,客户画像;已知事实;风险信号;推荐下一步;交接建议,False,False,False,False,True,81
005-plain-expanded-r1,sales-growth,005,plain-expanded,r1,False,推荐下一步;交接建议,False,False,False,True,True,140
005-plain-expanded-r2,sales-growth,005,plain-expanded,r2,False,推荐下一步;交接建议,False,False,False,True,True,85
